,close,Company,Date
10455,40.830002,BK,2015-03-18
10456,40.299999,BK,2015-03-19
10457,40.57,BK,2015-03-20
10458,40.419998,BK,2015-03-23
10459,40.099998,BK,2015-03-24
10460,39.52,BK,2015-03-25
10461,39.810001,BK,2015-03-26
10462,39.75,BK,2015-03-27
10463,40.290001,BK,2015-03-30
10464,40.240002,BK,2015-03-31
10465,39.970001,BK,2016-01-04
10466,39.82,BK,2016-01-05
10467,38.82,BK,2016-01-06
10468,37.84,BK,2016-01-07
10469,37.150002,BK,2016-01-08
10470,37.419998,BK,2016-01-11
10471,37.720001,BK,2016-01-12
10472,36.459999,BK,2016-01-13
10473,37.07,BK,2016-01-14
10474,35.779999,BK,2016-01-15
10475,35.93,BK,2016-01-19
10476,35.470001,BK,2016-01-20
10477,46.049999,BLL,2013-01-02
10478,46.439999,BLL,2013-01-03
10479,46.5,BLL,2013-01-04
10480,46.09,BLL,2013-01-07
10481,45.41,BLL,2013-01-08
10482,45.610001,BLL,2013-01-09
10483,45.610001,BLL,2013-01-10
10484,45.400002,BLL,2013-01-11
10485,45.59,BLL,2013-01-14
10486,45.77,BLL,2013-01-15
10487,45.509998,BLL,2013-01-16
10488,46.310001,BLL,2013-01-17
10489,46.650002,BLL,2013-01-18
10490,46.540001,BLL,2013-01-22
10491,46.52,BLL,2013-01-23
10492,46.52,BLL,2013-01-24
10493,46.610001,BLL,2013-01-25
10494,46.099998,BLL,2013-01-28
10495,46.220001,BLL,2013-01-29
10496,45.93,BLL,2013-01-30
10497,44.52,BLL,2013-01-31
10498,45.59,BLL,2013-02-01
10499,44.950001,BLL,2013-02-04
10500,45.540001,BLL,2013-02-05
10501,45.330002,BLL,2013-02-06
10502,45.209999,BLL,2013-02-07
10503,45.360001,BLL,2013-02-08
10504,45.139999,BLL,2013-02-11
10505,44.889999,BLL,2013-02-12
10506,45.200001,BLL,2013-02-13
10507,45.209999,BLL,2013-02-14
10508,45.540001,BLL,2013-02-15
10509,45.09,BLL,2013-02-19
10510,44.529999,BLL,2013-02-20
10511,44.060001,BLL,2013-02-21
10512,44.34,BLL,2013-02-22
10513,43.459999,BLL,2013-02-25
10514,43.810001,BLL,2013-02-26
10515,44.310001,BLL,2013-02-27
10516,44.41,BLL,2013-02-28
10517,44.220001,BLL,2013-03-01
10518,43.990002,BLL,2013-03-04
10519,44.189999,BLL,2013-03-05
10520,44.27,BLL,2013-03-06
10521,44.459999,BLL,2013-03-07
10522,44.849998,BLL,2013-03-08
10523,45.040001,BLL,2013-03-11
10524,45.09,BLL,2013-03-12
10525,45.779999,BLL,2013-03-13
10526,46.02,BLL,2013-03-14
10527,46.009998,BLL,2013-03-15
10528,45.810001,BLL,2013-03-18
10529,45.990002,BLL,2013-03-19
10530,46.209999,BLL,2013-03-20
10531,45.849998,BLL,2013-03-21
10532,45.869999,BLL,2013-03-22
10533,46.07,BLL,2013-03-25
10534,46.48,BLL,2013-03-26
10535,47.34,BLL,2013-03-27
10536,47.580002,BLL,2013-03-28
10537,51.41,BLL,2014-01-02
10538,51.650002,BLL,2014-01-03
10539,51.459999,BLL,2014-01-06
10540,52.040001,BLL,2014-01-07
10541,52.040001,BLL,2014-01-08
10542,52.16,BLL,2014-01-09
10543,51.93,BLL,2014-01-10
10544,50.779999,BLL,2014-01-13
10545,51.209999,BLL,2014-01-14
10546,50.98,BLL,2014-01-15
10547,50.959999,BLL,2014-01-16
10548,50.529999,BLL,2014-01-17
10549,50.560001,BLL,2014-01-21
10550,50.75,BLL,2014-01-22
10551,50.009998,BLL,2014-01-23
10552,48.599998,BLL,2014-01-24
10553,48.529999,BLL,2014-01-27
10554,48.27,BLL,2014-01-28
10555,49.07,BLL,2014-01-29
10556,51.599998,BLL,2014-01-30
10557,51.189999,BLL,2014-01-31
10558,51.16,BLL,2014-02-03
10559,51.189999,BLL,2014-02-04
10560,51.650002,BLL,2014-02-05
10561,52.009998,BLL,2014-02-06
10562,52.799999,BLL,2014-02-07
10563,53.259998,BLL,2014-02-10
10564,53.939999,BLL,2014-02-11
10565,53.849998,BLL,2014-02-12
10566,54.48,BLL,2014-02-13
10567,54.630001,BLL,2014-02-14
10568,54.869999,BLL,2014-02-18
10569,54.91,BLL,2014-02-19
10570,54.75,BLL,2014-02-20
10571,54.919998,BLL,2014-02-21
10572,54.880001,BLL,2014-02-24
10573,54.700001,BLL,2014-02-25
10574,54.950001,BLL,2014-02-26
10575,55.299999,BLL,2014-02-27
10576,55.560001,BLL,2014-02-28
10577,55.240002,BLL,2014-03-03
10578,55.990002,BLL,2014-03-04
10579,55.759998,BLL,2014-03-05
10580,55.950001,BLL,2014-03-06
10581,56.09,BLL,2014-03-07
10582,55.529999,BLL,2014-03-10
10583,55.080002,BLL,2014-03-11
10584,54.57,BLL,2014-03-12
10585,54.549999,BLL,2014-03-13
10586,54.029999,BLL,2014-03-14
10587,54.529999,BLL,2014-03-17
10588,54.59,BLL,2014-03-18
10589,53.990002,BLL,2014-03-19
10590,53.73,BLL,2014-03-20
10591,54.040001,BLL,2014-03-21
10592,53.43,BLL,2014-03-24
10593,53.57,BLL,2014-03-25
10594,53.310001,BLL,2014-03-26
10595,53.599998,BLL,2014-03-27
10596,53.970001,BLL,2014-03-28
10597,54.810001,BLL,2014-03-31
10598,68.309998,BLL,2015-01-02
10599,66.82,BLL,2015-01-05
10600,65.690002,BLL,2015-01-06
10601,66.269997,BLL,2015-01-07
10602,67.410004,BLL,2015-01-08
10603,66.080002,BLL,2015-01-09
10604,65.790001,BLL,2015-01-12
10605,65.470001,BLL,2015-01-13
10606,65.5,BLL,2015-01-14
10607,64.959999,BLL,2015-01-15
10608,64.870003,BLL,2015-01-16
10609,64.779999,BLL,2015-01-20
10610,65.360001,BLL,2015-01-21
10611,66.080002,BLL,2015-01-22
10612,63.880001,BLL,2015-01-23
10613,64.160004,BLL,2015-01-26
10614,63.849998,BLL,2015-01-27
10615,63.389999,BLL,2015-01-28
10616,63.869999,BLL,2015-01-29
10617,63.330002,BLL,2015-01-30
10618,64.370003,BLL,2015-02-02
10619,65.349998,BLL,2015-02-03
10620,66.150002,BLL,2015-02-04
10621,72.029999,BLL,2015-02-05
10622,70.610001,BLL,2015-02-06
10623,70.610001,BLL,2015-02-09
10624,71.900002,BLL,2015-02-10
10625,72.400002,BLL,2015-02-11
10626,74.040001,BLL,2015-02-12
10627,74.93,BLL,2015-02-13
10628,74.389999,BLL,2015-02-17
10629,77.160004,BLL,2015-02-18
10630,73.849998,BLL,2015-02-19
10631,73.190002,BLL,2015-02-20
10632,73.75,BLL,2015-02-23
10633,72.559998,BLL,2015-02-24
10634,72.160004,BLL,2015-02-25
10635,72.419998,BLL,2015-02-26
10636,71.709999,BLL,2015-02-27
10637,72.660004,BLL,2015-03-02
10638,72.300003,BLL,2015-03-03
10639,71.300003,BLL,2015-03-04
10640,70.989998,BLL,2015-03-05
10641,70.82,BLL,2015-03-06
10642,70.339996,BLL,2015-03-09
10643,70.019997,BLL,2015-03-10
10644,68.970001,BLL,2015-03-11
10645,69.940002,BLL,2015-03-12
10646,69.169998,BLL,2015-03-13
10647,70.410004,BLL,2015-03-16
10648,69.730003,BLL,2015-03-17
10649,70.949997,BLL,2015-03-18
10650,70.57,BLL,2015-03-19
10651,71.199997,BLL,2015-03-20
10652,71.75,BLL,2015-03-23
10653,71.510002,BLL,2015-03-24
10654,70.139999,BLL,2015-03-25
10655,69.75,BLL,2015-03-26
10656,69.330002,BLL,2015-03-27
10657,70.900002,BLL,2015-03-30
10658,70.639999,BLL,2015-03-31
10659,72.110001,BLL,2016-01-04
10660,72.959999,BLL,2016-01-05
10661,72.269997,BLL,2016-01-06
10662,70.360001,BLL,2016-01-07
10663,69.779999,BLL,2016-01-08
10664,69.160004,BLL,2016-01-11
10665,70.589996,BLL,2016-01-12
10666,68.639999,BLL,2016-01-13
10667,68.82,BLL,2016-01-14
10668,68.970001,BLL,2016-01-15
10669,69.339996,BLL,2016-01-19
10670,68.599998,BLL,2016-01-20
10671,32.709999,BMY,2013-01-02
10672,33.240002,BMY,2013-01-03
10673,33.349998,BMY,2013-01-04
10674,33.400002,BMY,2013-01-07
10675,33.490002,BMY,2013-01-08
10676,33.68,BMY,2013-01-09
10677,34.09,BMY,2013-01-10
10678,34.130001,BMY,2013-01-11
10679,34.220001,BMY,2013-01-14
10680,34.299999,BMY,2013-01-15
10681,34.330002,BMY,2013-01-16
10682,34.27,BMY,2013-01-17
10683,34.459999,BMY,2013-01-18
10684,34.849998,BMY,2013-01-22
10685,34.900002,BMY,2013-01-23
10686,35.810001,BMY,2013-01-24
10687,36.689999,BMY,2013-01-25
10688,36.41,BMY,2013-01-28
10689,36.540001,BMY,2013-01-29
10690,36.619999,BMY,2013-01-30
10691,36.139999,BMY,2013-01-31
10692,36.91,BMY,2013-02-01
10693,36.52,BMY,2013-02-04
10694,36.509998,BMY,2013-02-05
10695,36.549999,BMY,2013-02-06
10696,36.490002,BMY,2013-02-07
10697,37.029999,BMY,2013-02-08
10698,36.93,BMY,2013-02-11
10699,36.52,BMY,2013-02-12
10700,36.119999,BMY,2013-02-13
10701,36.580002,BMY,2013-02-14
10702,36.580002,BMY,2013-02-15
10703,36.939999,BMY,2013-02-19
10704,36.689999,BMY,2013-02-20
10705,36.689999,BMY,2013-02-21
10706,36.900002,BMY,2013-02-22
10707,36.34,BMY,2013-02-25
10708,36.389999,BMY,2013-02-26
10709,37.099998,BMY,2013-02-27
10710,36.970001,BMY,2013-02-28
10711,37.150002,BMY,2013-03-01
10712,36.939999,BMY,2013-03-04
10713,37.57,BMY,2013-03-05
10714,37.759998,BMY,2013-03-06
10715,37.529999,BMY,2013-03-07
10716,37.400002,BMY,2013-03-08
10717,37.52,BMY,2013-03-11
10718,38.220001,BMY,2013-03-12
10719,38.490002,BMY,2013-03-13
10720,38.48,BMY,2013-03-14
10721,38.959999,BMY,2013-03-15
10722,38.880001,BMY,2013-03-18
10723,39.34,BMY,2013-03-19
10724,39.869999,BMY,2013-03-20
10725,39.709999,BMY,2013-03-21
10726,40.389999,BMY,2013-03-22
10727,40.259998,BMY,2013-03-25
10728,40.68,BMY,2013-03-26
10729,40.779999,BMY,2013-03-27
10730,41.189999,BMY,2013-03-28
10731,52.27,BMY,2014-01-02
10732,52.849998,BMY,2014-01-03
10733,52.639999,BMY,2014-01-06
10734,52.560001,BMY,2014-01-07
10735,53.419998,BMY,2014-01-08
10736,55.029999,BMY,2014-01-09
10737,56.18,BMY,2014-01-10
10738,55.419998,BMY,2014-01-13
10739,55.68,BMY,2014-01-14
10740,54.5,BMY,2014-01-15
10741,54.799999,BMY,2014-01-16
10742,54.360001,BMY,2014-01-17
10743,54.59,BMY,2014-01-21
10744,54.810001,BMY,2014-01-22
10745,53.950001,BMY,2014-01-23
10746,50.939999,BMY,2014-01-24
10747,49.720001,BMY,2014-01-27
10748,51.07,BMY,2014-01-28
10749,50.220001,BMY,2014-01-29
10750,50.490002,BMY,2014-01-30
10751,49.970001,BMY,2014-01-31
10752,48.639999,BMY,2014-02-03
10753,48.939999,BMY,2014-02-04
10754,48.540001,BMY,2014-02-05
10755,48.98,BMY,2014-02-06
10756,50.330002,BMY,2014-02-07
10757,52.119999,BMY,2014-02-10
10758,52.619999,BMY,2014-02-11
10759,52.849998,BMY,2014-02-12
10760,53.490002,BMY,2014-02-13
10761,54.369999,BMY,2014-02-14
10762,54.630001,BMY,2014-02-18
10763,53.459999,BMY,2014-02-19
10764,53.849998,BMY,2014-02-20
10765,54.139999,BMY,2014-02-21
10766,54.310001,BMY,2014-02-24
10767,53.68,BMY,2014-02-25
10768,53.57,BMY,2014-02-26
10769,53.950001,BMY,2014-02-27
10770,53.77,BMY,2014-02-28
10771,53.490002,BMY,2014-03-03
10772,56.419998,BMY,2014-03-04
10773,56.610001,BMY,2014-03-05
10774,55.560001,BMY,2014-03-06
10775,55.830002,BMY,2014-03-07
10776,56.139999,BMY,2014-03-10
10777,55.830002,BMY,2014-03-11
10778,55.240002,BMY,2014-03-12
10779,54.18,BMY,2014-03-13
10780,54.0,BMY,2014-03-14
10781,54.720001,BMY,2014-03-17
10782,54.73,BMY,2014-03-18
10783,54.740002,BMY,2014-03-19
10784,53.779999,BMY,2014-03-20
10785,52.060001,BMY,2014-03-21
10786,51.040001,BMY,2014-03-24
10787,51.040001,BMY,2014-03-25
10788,52.66,BMY,2014-03-26
10789,52.330002,BMY,2014-03-27
10790,51.82,BMY,2014-03-28
10791,51.950001,BMY,2014-03-31
10792,59.509998,BMY,2015-01-02
10793,58.580002,BMY,2015-01-05
10794,58.48,BMY,2015-01-06
10795,59.240002,BMY,2015-01-07
10796,60.720001,BMY,2015-01-08
10797,60.32,BMY,2015-01-09
10798,62.18,BMY,2015-01-12
10799,63.119999,BMY,2015-01-13
10800,62.950001,BMY,2015-01-14
10801,61.630001,BMY,2015-01-15
10802,62.310001,BMY,2015-01-16
10803,62.450001,BMY,2015-01-20
10804,61.950001,BMY,2015-01-21
10805,62.09,BMY,2015-01-22
10806,62.07,BMY,2015-01-23
10807,62.459999,BMY,2015-01-26
10808,61.990002,BMY,2015-01-27
10809,61.330002,BMY,2015-01-28
10810,61.139999,BMY,2015-01-29
10811,60.27,BMY,2015-01-30
10812,60.23,BMY,2015-02-02
10813,59.860001,BMY,2015-02-03
10814,59.240002,BMY,2015-02-04
10815,60.23,BMY,2015-02-05
10816,59.669998,BMY,2015-02-06
10817,58.849998,BMY,2015-02-09
10818,59.830002,BMY,2015-02-10
10819,59.310001,BMY,2015-02-11
10820,59.48,BMY,2015-02-12
10821,60.040001,BMY,2015-02-13
10822,60.099998,BMY,2015-02-17
10823,60.009998,BMY,2015-02-18
10824,59.549999,BMY,2015-02-19
10825,60.52,BMY,2015-02-20
10826,61.290001,BMY,2015-02-23
10827,61.450001,BMY,2015-02-24
10828,61.220001,BMY,2015-02-25
10829,61.459999,BMY,2015-02-26
10830,60.919998,BMY,2015-02-27
10831,62.299999,BMY,2015-03-02
10832,61.919998,BMY,2015-03-03
10833,65.669998,BMY,2015-03-04
10834,66.050003,BMY,2015-03-05
10835,65.120003,BMY,2015-03-06
10836,66.360001,BMY,2015-03-09
10837,65.529999,BMY,2015-03-10
10838,65.599998,BMY,2015-03-11
10839,66.650002,BMY,2015-03-12
10840,66.870003,BMY,2015-03-13
10841,68.029999,BMY,2015-03-16
10842,67.620003,BMY,2015-03-17
10843,68.470001,BMY,2015-03-18
10844,68.32,BMY,2015-03-19
10845,67.760002,BMY,2015-03-20
10846,67.580002,BMY,2015-03-23
10847,65.690002,BMY,2015-03-24
10848,64.699997,BMY,2015-03-25
10849,65.0,BMY,2015-03-26
10850,65.260002,BMY,2015-03-27
10851,65.760002,BMY,2015-03-30
10852,64.5,BMY,2015-03-31
10853,67.029999,BMY,2016-01-04
10854,68.349998,BMY,2016-01-05
10855,67.150002,BMY,2016-01-06
10856,65.290001,BMY,2016-01-07
10857,63.630001,BMY,2016-01-08
10858,62.98,BMY,2016-01-11
10859,63.439999,BMY,2016-01-12
10860,61.279999,BMY,2016-01-13
10861,63.509998,BMY,2016-01-14
10862,62.779999,BMY,2016-01-15
10863,63.209999,BMY,2016-01-19
10864,63.549999,BMY,2016-01-20
10865,5.89,BSX,2013-01-02
10866,5.95,BSX,2013-01-03
10867,5.92,BSX,2013-01-04
10868,5.98,BSX,2013-01-07
10869,6.12,BSX,2013-01-08
10870,6.28,BSX,2013-01-09
10871,6.3,BSX,2013-01-10
10872,6.36,BSX,2013-01-11
10873,6.32,BSX,2013-01-14
10874,6.51,BSX,2013-01-15
10875,6.45,BSX,2013-01-16
10876,6.61,BSX,2013-01-17
10877,6.7,BSX,2013-01-18
10878,6.86,BSX,2013-01-22
10879,6.86,BSX,2013-01-23
10880,6.84,BSX,2013-01-24
10881,6.86,BSX,2013-01-25
10882,6.86,BSX,2013-01-28
10883,7.1,BSX,2013-01-29
10884,7.31,BSX,2013-01-30
10885,7.47,BSX,2013-01-31
10886,7.64,BSX,2013-02-01
10887,7.45,BSX,2013-02-04
10888,7.67,BSX,2013-02-05
10889,7.66,BSX,2013-02-06
10890,7.64,BSX,2013-02-07
10891,7.7,BSX,2013-02-08
10892,7.63,BSX,2013-02-11
10893,7.59,BSX,2013-02-12
10894,7.45,BSX,2013-02-13
10895,7.53,BSX,2013-02-14
10896,7.54,BSX,2013-02-15
10897,7.5,BSX,2013-02-19
10898,7.29,BSX,2013-02-20
10899,7.26,BSX,2013-02-21
10900,7.37,BSX,2013-02-22
10901,7.23,BSX,2013-02-25
10902,7.31,BSX,2013-02-26
10903,7.33,BSX,2013-02-27
10904,7.39,BSX,2013-02-28
10905,7.37,BSX,2013-03-01
10906,7.36,BSX,2013-03-04
10907,7.38,BSX,2013-03-05
10908,7.52,BSX,2013-03-06
10909,7.43,BSX,2013-03-07
10910,7.49,BSX,2013-03-08
10911,7.5,BSX,2013-03-11
10912,7.59,BSX,2013-03-12
10913,7.53,BSX,2013-03-13
10914,7.52,BSX,2013-03-14
10915,7.39,BSX,2013-03-15
10916,7.32,BSX,2013-03-18
10917,7.27,BSX,2013-03-19
10918,7.45,BSX,2013-03-20
10919,7.37,BSX,2013-03-21
10920,7.4,BSX,2013-03-22
10921,7.32,BSX,2013-03-25
10922,7.44,BSX,2013-03-26
10923,7.65,BSX,2013-03-27
10924,7.81,BSX,2013-03-28
10925,11.91,BSX,2014-01-02
10926,11.93,BSX,2014-01-03
10927,12.33,BSX,2014-01-06
10928,12.44,BSX,2014-01-07
10929,12.79,BSX,2014-01-08
10930,12.78,BSX,2014-01-09
10931,13.11,BSX,2014-01-10
10932,12.92,BSX,2014-01-13
10933,13.18,BSX,2014-01-14
10934,13.34,BSX,2014-01-15
10935,13.55,BSX,2014-01-16
10936,13.51,BSX,2014-01-17
10937,13.98,BSX,2014-01-21
10938,13.87,BSX,2014-01-22
10939,13.65,BSX,2014-01-23
10940,13.34,BSX,2014-01-24
10941,13.21,BSX,2014-01-27
10942,13.28,BSX,2014-01-28
10943,13.18,BSX,2014-01-29
10944,13.56,BSX,2014-01-30
10945,13.53,BSX,2014-01-31
10946,13.01,BSX,2014-02-03
10947,12.85,BSX,2014-02-04
10948,12.76,BSX,2014-02-05
10949,12.83,BSX,2014-02-06
10950,13.1,BSX,2014-02-07
10951,12.91,BSX,2014-02-10
10952,12.85,BSX,2014-02-11
10953,12.96,BSX,2014-02-12
10954,13.03,BSX,2014-02-13
10955,13.3,BSX,2014-02-14
10956,13.38,BSX,2014-02-18
10957,13.06,BSX,2014-02-19
10958,13.23,BSX,2014-02-20
10959,13.14,BSX,2014-02-21
10960,13.08,BSX,2014-02-24
10961,13.39,BSX,2014-02-25
10962,13.34,BSX,2014-02-26
10963,13.3,BSX,2014-02-27
10964,13.1,BSX,2014-02-28
10965,13.0,BSX,2014-03-03
10966,13.23,BSX,2014-03-04
10967,13.38,BSX,2014-03-05
10968,13.55,BSX,2014-03-06
10969,13.7,BSX,2014-03-07
10970,13.46,BSX,2014-03-10
10971,13.18,BSX,2014-03-11
10972,12.88,BSX,2014-03-12
10973,12.74,BSX,2014-03-13
10974,13.01,BSX,2014-03-14
10975,12.98,BSX,2014-03-17
10976,13.21,BSX,2014-03-18
10977,13.15,BSX,2014-03-19
10978,13.1,BSX,2014-03-20
10979,12.82,BSX,2014-03-21
10980,12.84,BSX,2014-03-24
10981,13.26,BSX,2014-03-25
10982,13.23,BSX,2014-03-26
10983,13.21,BSX,2014-03-27
10984,13.2,BSX,2014-03-28
10985,13.52,BSX,2014-03-31
10986,13.22,BSX,2015-01-02
10987,13.81,BSX,2015-01-05
10988,13.7,BSX,2015-01-06
10989,14.03,BSX,2015-01-07
10990,14.59,BSX,2015-01-08
10991,14.65,BSX,2015-01-09
10992,14.58,BSX,2015-01-12
10993,14.5,BSX,2015-01-13
10994,14.5,BSX,2015-01-14
10995,14.31,BSX,2015-01-15
10996,14.46,BSX,2015-01-16
10997,14.33,BSX,2015-01-20
10998,14.39,BSX,2015-01-21
10999,14.93,BSX,2015-01-22
11000,14.84,BSX,2015-01-23
11001,14.96,BSX,2015-01-26
11002,14.74,BSX,2015-01-27
11003,14.59,BSX,2015-01-28
11004,14.85,BSX,2015-01-29
11005,14.81,BSX,2015-01-30
11006,14.61,BSX,2015-02-02
11007,14.65,BSX,2015-02-03
11008,14.96,BSX,2015-02-04
11009,15.13,BSX,2015-02-05
11010,14.72,BSX,2015-02-06
11011,14.45,BSX,2015-02-09
11012,14.72,BSX,2015-02-10
11013,14.58,BSX,2015-02-11
11014,14.74,BSX,2015-02-12
11015,14.98,BSX,2015-02-13
11016,14.84,BSX,2015-02-17
11017,16.68,BSX,2015-02-18
11018,16.450001,BSX,2015-02-19
11019,16.469999,BSX,2015-02-20
11020,16.309999,BSX,2015-02-23
11021,16.620001,BSX,2015-02-24
11022,16.92,BSX,2015-02-25
11023,16.82,BSX,2015-02-26
11024,16.9,BSX,2015-02-27
11025,17.059999,BSX,2015-03-02
11026,16.76,BSX,2015-03-03
11027,16.790001,BSX,2015-03-04
11028,16.969999,BSX,2015-03-05
11029,16.559999,BSX,2015-03-06
11030,16.6,BSX,2015-03-09
11031,16.42,BSX,2015-03-10
11032,16.58,BSX,2015-03-11
11033,16.889999,BSX,2015-03-12
11034,16.610001,BSX,2015-03-13
11035,17.24,BSX,2015-03-16
11036,17.4,BSX,2015-03-17
11037,17.76,BSX,2015-03-18
11038,17.809999,BSX,2015-03-19
11039,17.84,BSX,2015-03-20
11040,17.98,BSX,2015-03-23
11041,17.83,BSX,2015-03-24
11042,17.52,BSX,2015-03-25
11043,17.440001,BSX,2015-03-26
11044,17.83,BSX,2015-03-27
11045,18.07,BSX,2015-03-30
11046,17.75,BSX,2015-03-31
11047,17.99,BSX,2016-01-04
11048,18.18,BSX,2016-01-05
11049,18.0,BSX,2016-01-06
11050,17.639999,BSX,2016-01-07
11051,17.43,BSX,2016-01-08
11052,17.129999,BSX,2016-01-11
11053,17.790001,BSX,2016-01-12
11054,17.549999,BSX,2016-01-13
11055,18.16,BSX,2016-01-14
11056,17.870001,BSX,2016-01-15
11057,17.57,BSX,2016-01-19
11058,17.540001,BSX,2016-01-20
11059,54.939999,BWA,2014-01-02
11060,54.889999,BWA,2014-01-03
11061,55.0,BWA,2014-01-06
11062,56.380001,BWA,2014-01-07
11063,56.279999,BWA,2014-01-08
11064,56.299999,BWA,2014-01-09
11065,56.75,BWA,2014-01-10
11066,55.57,BWA,2014-01-13
11067,56.779999,BWA,2014-01-14
11068,55.959999,BWA,2014-01-15
11069,56.93,BWA,2014-01-16
11070,55.810001,BWA,2014-01-17
11071,56.110001,BWA,2014-01-21
11072,56.75,BWA,2014-01-22
11073,55.639999,BWA,2014-01-23
11074,53.709999,BWA,2014-01-24
11075,53.68,BWA,2014-01-27
11076,54.0,BWA,2014-01-28
11077,53.950001,BWA,2014-01-29
11078,54.220001,BWA,2014-01-30
11079,53.700001,BWA,2014-01-31
11080,51.32,BWA,2014-02-03
11081,52.18,BWA,2014-02-04
11082,52.439999,BWA,2014-02-05
11083,53.439999,BWA,2014-02-06
11084,53.91,BWA,2014-02-07
11085,53.900002,BWA,2014-02-10
11086,54.669998,BWA,2014-02-11
11087,55.439999,BWA,2014-02-12
11088,56.93,BWA,2014-02-13
11089,57.959999,BWA,2014-02-14
11090,58.099998,BWA,2014-02-18
11091,59.27,BWA,2014-02-19
11092,60.419998,BWA,2014-02-20
11093,61.16,BWA,2014-02-21
11094,61.299999,BWA,2014-02-24
11095,61.009998,BWA,2014-02-25
11096,60.869999,BWA,2014-02-26
11097,61.389999,BWA,2014-02-27
11098,61.450001,BWA,2014-02-28
11099,60.799999,BWA,2014-03-03
11100,62.02,BWA,2014-03-04
11101,61.450001,BWA,2014-03-05
11102,61.849998,BWA,2014-03-06
11103,61.310001,BWA,2014-03-07
11104,61.560001,BWA,2014-03-10
11105,61.150002,BWA,2014-03-11
11106,61.380001,BWA,2014-03-12
11107,60.700001,BWA,2014-03-13
11108,61.130001,BWA,2014-03-14
11109,61.360001,BWA,2014-03-17
11110,62.169998,BWA,2014-03-18
11111,61.400002,BWA,2014-03-19
11112,62.419998,BWA,2014-03-20
11113,61.740002,BWA,2014-03-21
11114,60.73,BWA,2014-03-24
11115,59.880001,BWA,2014-03-25
11116,60.049999,BWA,2014-03-26
11117,59.639999,BWA,2014-03-27
11118,60.02,BWA,2014-03-28
11119,61.470001,BWA,2014-03-31
11120,54.740002,BWA,2015-01-02
11121,53.16,BWA,2015-01-05
11122,52.790001,BWA,2015-01-06
11123,54.029999,BWA,2015-01-07
11124,54.950001,BWA,2015-01-08
11125,53.52,BWA,2015-01-09
11126,52.119999,BWA,2015-01-12
11127,51.439999,BWA,2015-01-13
11128,51.73,BWA,2015-01-14
11129,50.459999,BWA,2015-01-15
11130,50.799999,BWA,2015-01-16
11131,52.759998,BWA,2015-01-20
11132,53.52,BWA,2015-01-21
11133,55.119999,BWA,2015-01-22
11134,54.779999,BWA,2015-01-23
11135,54.830002,BWA,2015-01-26
11136,54.880001,BWA,2015-01-27
11137,53.32,BWA,2015-01-28
11138,54.700001,BWA,2015-01-29
11139,54.009998,BWA,2015-01-30
11140,55.529999,BWA,2015-02-02
11141,57.029999,BWA,2015-02-03
11142,57.439999,BWA,2015-02-04
11143,58.310001,BWA,2015-02-05
11144,58.560001,BWA,2015-02-06
11145,57.0,BWA,2015-02-09
11146,57.900002,BWA,2015-02-10
11147,58.02,BWA,2015-02-11
11148,61.380001,BWA,2015-02-12
11149,60.169998,BWA,2015-02-13
11150,60.560001,BWA,2015-02-17
11151,60.299999,BWA,2015-02-18
11152,60.59,BWA,2015-02-19
11153,61.299999,BWA,2015-02-20
11154,61.220001,BWA,2015-02-23
11155,61.060001,BWA,2015-02-24
11156,61.790001,BWA,2015-02-25
11157,61.549999,BWA,2015-02-26
11158,61.459999,BWA,2015-02-27
11159,63.009998,BWA,2015-03-02
11160,62.970001,BWA,2015-03-03
11161,62.169998,BWA,2015-03-04
11162,62.040001,BWA,2015-03-05
11163,60.66,BWA,2015-03-06
11164,60.73,BWA,2015-03-09
11165,59.41,BWA,2015-03-10
11166,58.619999,BWA,2015-03-11
11167,60.080002,BWA,2015-03-12
11168,58.799999,BWA,2015-03-13
11169,60.18,BWA,2015-03-16
11170,59.43,BWA,2015-03-17
11171,60.689999,BWA,2015-03-18
11172,60.139999,BWA,2015-03-19
11173,60.459999,BWA,2015-03-20
11174,60.529999,BWA,2015-03-23
11175,59.990002,BWA,2015-03-24
11176,59.040001,BWA,2015-03-25
11177,59.130001,BWA,2015-03-26
11178,59.389999,BWA,2015-03-27
11179,61.099998,BWA,2015-03-30
11180,60.48,BWA,2015-03-31
11181,42.25,BWA,2016-01-04
11182,41.57,BWA,2016-01-05
11183,40.209999,BWA,2016-01-06
11184,37.709999,BWA,2016-01-07
11185,36.599998,BWA,2016-01-08
11186,36.889999,BWA,2016-01-11
11187,37.400002,BWA,2016-01-12
11188,33.84,BWA,2016-01-13
11189,32.860001,BWA,2016-01-14
11190,31.07,BWA,2016-01-15
11191,30.34,BWA,2016-01-19
11192,30.129999,BWA,2016-01-20
11193,29.23,BWA,2016-01-21
11194,29.08,BWA,2016-01-22
11195,28.23,BWA,2016-01-25
11196,28.75,BWA,2016-01-26
11197,28.99,BWA,2016-01-27
11198,28.469999,BWA,2016-01-28
11199,29.360001,BWA,2016-01-29
11200,29.77,BWA,2016-02-01
11201,28.73,BWA,2016-02-02
11202,28.450001,BWA,2016-02-03
11203,29.73,BWA,2016-02-04
11204,29.450001,BWA,2016-02-05
11205,106.650002,BXP,2013-01-02
11206,106.779999,BXP,2013-01-03
11207,107.470001,BXP,2013-01-04
11208,108.260002,BXP,2013-01-07
